venue,date,temp_max_c,temp_mean_c,humidity_pct
"Harjun stadion, Jyväskylä (FIN)",2020-09-01,17.1,13.0,73
"Harjun stadion, Jyväskylä (FIN)",2021-06-02,21.7,16.3,63
"Harjun stadion, Jyväskylä (FIN)",2022-05-26,11.4,9.6,82
"Harjun stadion, Jyväskylä (FIN)",2023-06-07,13.4,9.9,67
"Harjun stadion, Jyväskylä (FIN)",2024-05-15,22.9,16.2,60
"Harjun stadion, Jyväskylä (FIN)",2024-05-22,22.0,15.4,51
"Harjun stadion, Jyväskylä (FIN)",2026-07-24,19.4,15.0,73
"Harjun stadion, Jyväskylä (FIN)",2026-07-26,17.0,15.1,93
"Hayward Field, Eugene, OR (USA)",2018-05-26,17.0,12.3,71
"Hayward Field, Eugene, OR (USA)",2021-04-17,25.0,15.4,42
"Hayward Field, Eugene, OR (USA)",2021-04-23,18.0,10.8,64
"Hayward Field, Eugene, OR (USA)",2021-04-24,16.9,10.6,71
"Hayward Field, Eugene, OR (USA)",2021-05-07,15.3,10.5,72
"Hayward Field, Eugene, OR (USA)",2021-06-09,19.3,12.0,66
"Hayward Field, Eugene, OR (USA)",2021-06-10,18.7,12.9,68
"Hayward Field, Eugene, OR (USA)",2021-06-11,19.6,13.4,73
"Hayward Field, Eugene, OR (USA)",2021-06-12,24.4,16.3,78
"Hayward Field, Eugene, OR (USA)",2021-06-13,22.7,16.9,93
"Hayward Field, Eugene, OR (USA)",2021-06-18,25.7,18.4,64
"Hayward Field, Eugene, OR (USA)",2021-06-19,26.8,18.2,62
"Hayward Field, Eugene, OR (USA)",2021-06-20,30.8,21.2,65
"Hayward Field, Eugene, OR (USA)",2021-06-21,32.8,23.8,67
"Hayward Field, Eugene, OR (USA)",2021-06-24,31.0,20.0,62
"Hayward Field, Eugene, OR (USA)",2021-06-25,33.8,23.5,58
"Hayward Field, Eugene, OR (USA)",2021-06-26,38.1,26.5,57
"Hayward Field, Eugene, OR (USA)",2021-06-27,42.7,29.3,50
"Hayward Field, Eugene, OR (USA)",2021-08-20,27.2,18.6,66
"Hayward Field, Eugene, OR (USA)",2021-08-21,24.3,18.4,66
"Hayward Field, Eugene, OR (USA)",2022-04-02,13.9,8.2,79
"Hayward Field, Eugene, OR (USA)",2022-04-22,14.4,7.1,86
"Hayward Field, Eugene, OR (USA)",2022-04-23,16.7,8.3,82
"Hayward Field, Eugene, OR (USA)",2022-05-06,16.7,12.0,93
"Hayward Field, Eugene, OR (USA)",2022-05-14,18.2,12.4,92
"Hayward Field, Eugene, OR (USA)",2022-05-15,20.2,15.1,85
"Hayward Field, Eugene, OR (USA)",2022-05-27,17.5,14.0,89
"Hayward Field, Eugene, OR (USA)",2022-05-28,15.7,12.3,87
"Hayward Field, Eugene, OR (USA)",2022-06-08,21.6,15.2,79
"Hayward Field, Eugene, OR (USA)",2022-06-09,24.2,16.1,75
"Hayward Field, Eugene, OR (USA)",2022-06-10,23.6,18.6,84
"Hayward Field, Eugene, OR (USA)",2022-06-11,18.7,15.9,95
"Hayward Field, Eugene, OR (USA)",2022-06-23,25.2,16.4,71
"Hayward Field, Eugene, OR (USA)",2022-06-24,24.0,15.7,71
"Hayward Field, Eugene, OR (USA)",2022-06-25,29.7,18.8,66
"Hayward Field, Eugene, OR (USA)",2022-06-26,30.6,21.6,66
"Hayward Field, Eugene, OR (USA)",2022-07-15,27.4,18.4,65
"Hayward Field, Eugene, OR (USA)",2022-07-16,26.7,18.7,73
"Hayward Field, Eugene, OR (USA)",2022-07-17,24.6,18.4,65
"Hayward Field, Eugene, OR (USA)",2022-07-18,26.8,18.1,59
"Hayward Field, Eugene, OR (USA)",2022-07-19,30.8,20.3,63
"Hayward Field, Eugene, OR (USA)",2022-07-20,32.0,21.6,63
"Hayward Field, Eugene, OR (USA)",2022-07-21,31.8,20.8,65
"Hayward Field, Eugene, OR (USA)",2022-07-22,27.3,18.1,65
"Hayward Field, Eugene, OR (USA)",2022-07-23,26.2,18.5,66
"Hayward Field, Eugene, OR (USA)",2022-07-24,32.0,19.7,62
"Hayward Field, Eugene, OR (USA)",2023-07-06,34.5,23.0,47
"Hayward Field, Eugene, OR (USA)",2023-07-07,30.7,18.8,58
"Hayward Field, Eugene, OR (USA)",2023-07-08,27.7,17.7,59
"Hayward Field, Eugene, OR (USA)",2023-07-09,28.3,18.1,62
"Hayward Field, Eugene, OR (USA)",2023-09-16,31.8,20.3,62
"Hayward Field, Eugene, OR (USA)",2023-09-17,28.9,17.4,67
"Hayward Field, Eugene, OR (USA)",2024-05-03,14.9,9.2,85
"Hayward Field, Eugene, OR (USA)",2024-05-25,17.8,12.1,76
"Hayward Field, Eugene, OR (USA)",2024-06-05,21.5,16.4,77
"Hayward Field, Eugene, OR (USA)",2024-06-06,24.4,15.5,69
"Hayward Field, Eugene, OR (USA)",2024-06-07,26.0,18.0,71
"Hayward Field, Eugene, OR (USA)",2024-06-08,26.3,18.2,71
"Hayward Field, Eugene, OR (USA)",2024-06-12,22.1,14.7,63
"Hayward Field, Eugene, OR (USA)",2024-06-14,23.4,14.4,59
"Hayward Field, Eugene, OR (USA)",2024-06-15,20.3,13.9,67
"Hayward Field, Eugene, OR (USA)",2024-06-21,30.1,20.1,62
"Hayward Field, Eugene, OR (USA)",2024-06-22,30.6,20.3,53
"Hayward Field, Eugene, OR (USA)",2024-06-23,26.9,18.2,65
"Hayward Field, Eugene, OR (USA)",2024-06-24,24.9,16.8,61
"Hayward Field, Eugene, OR (USA)",2024-06-27,20.7,16.3,65
"Hayward Field, Eugene, OR (USA)",2024-06-28,25.8,17.0,68
"Hayward Field, Eugene, OR (USA)",2024-06-29,27.6,19.7,57
"Hayward Field, Eugene, OR (USA)",2024-06-30,27.5,19.4,71
"Hayward Field, Eugene, OR (USA)",2025-05-16,17.0,11.3,84
"Hayward Field, Eugene, OR (USA)",2025-06-11,28.9,16.9,59
"Hayward Field, Eugene, OR (USA)",2025-06-12,23.4,16.3,62
"Hayward Field, Eugene, OR (USA)",2025-06-13,22.6,14.8,58
"Hayward Field, Eugene, OR (USA)",2025-06-14,20.1,13.7,56
"Hayward Field, Eugene, OR (USA)",2025-06-21,14.8,11.3,87
"Hayward Field, Eugene, OR (USA)",2025-06-22,19.0,12.8,87
"Hayward Field, Eugene, OR (USA)",2025-07-05,25.2,17.0,62
"Hayward Field, Eugene, OR (USA)",2025-07-31,30.4,21.4,62
"Hayward Field, Eugene, OR (USA)",2025-08-01,29.5,21.6,62
"Hayward Field, Eugene, OR (USA)",2025-08-02,30.1,21.4,59
"Hayward Field, Eugene, OR (USA)",2025-08-03,28.8,18.7,63
"Hayward Field, Eugene, OR (USA)",2025-08-07,24.7,20.0,72
"Hayward Field, Eugene, OR (USA)",2026-04-18,19.8,9.6,78
"Hayward Field, Eugene, OR (USA)",2026-05-08,22.4,14.2,64
"Hayward Field, Eugene, OR (USA)",2026-06-10,18.4,12.6,74
"Hayward Field, Eugene, OR (USA)",2026-06-11,23.5,15.1,70
"Hayward Field, Eugene, OR (USA)",2026-06-12,25.3,18.0,62
"Hayward Field, Eugene, OR (USA)",2026-06-13,31.1,20.7,53
"Hayward Field, Eugene, OR (USA)",2026-06-18,26.1,19.6,50
"Hayward Field, Eugene, OR (USA)",2026-06-19,27.8,21.2,58
"Hayward Field, Eugene, OR (USA)",2026-07-03,26.9,19.1,67
"Hayward Field, Eugene, OR (USA)",2026-07-04,27.9,19.7,66
"Hayward Field, Eugene, OR (USA)",2026-08-05,34.0,24.7,39
"Hayward Field, Eugene, OR (USA)",2026-08-06,34.5,23.9,51
"Hayward Field, Eugene, OR (USA)",2026-08-07,34.6,22.5,57
"Hayward Field, Eugene, OR (USA)",2026-08-08,33.3,23.7,48
"Hayward Field, Eugene, OR (USA)",2026-08-09,32.3,22.9,44
"Heinz-Steyer-Stadion, Dresden (GER)",2020-07-10,29.3,21.8,64
"Heinz-Steyer-Stadion, Dresden (GER)",2024-08-30,29.5,23.6,68
"Heinz-Steyer-Stadion, Dresden (GER)",2025-05-13,18.6,12.5,52
"Heinz-Steyer-Stadion, Dresden (GER)",2025-06-01,26.6,20.5,73
"Heinz-Steyer-Stadion, Dresden (GER)",2025-08-02,21.5,17.9,73
"Heinz-Steyer-Stadion, Dresden (GER)",2025-08-03,20.0,16.8,74
"Heinz-Steyer-Stadion, Dresden (GER)",2026-05-31,24.6,18.6,73
Herculis,2019-07-11,27.6,25.4,69
Herculis,2019-07-12,28.2,25.3,69
Herculis,2021-07-09,27.0,23.8,52
Herculis Meeting International d’Athlétisme EBS,2022-08-10,31.1,28.0,52
Herculis Meeting International d’Athlétisme EBS,2023-07-21,31.4,27.4,64
Heusden-Zolder (BEL),2018-07-21,27.5,22.0,59
Heusden-Zolder (BEL),2019-05-30,20.4,16.3,74
Heusden-Zolder (BEL),2019-07-20,25.6,21.6,66
"Hilmer Lodge Stadium, Walnut, CA (USA)",2021-05-09,24.0,17.2,73
"Hilmer Lodge Stadium, Walnut, CA (USA)",2022-04-14,22.9,14.9,48
"Hilmer Lodge Stadium, Walnut, CA (USA)",2022-04-15,23.1,15.3,59
"Hilmer Lodge Stadium, Walnut, CA (USA)",2022-04-16,21.2,15.2,71
"Hilmer Lodge Stadium, Walnut, CA (USA)",2022-05-19,24.6,18.0,72
"Hilmer Lodge Stadium, Walnut, CA (USA)",2023-04-14,18.4,12.3,76
"Hilmer Lodge Stadium, Walnut, CA (USA)",2023-04-15,22.7,13.5,76
"Hilmer Lodge Stadium, Walnut, CA (USA)",2023-05-06,18.5,13.2,74
"Hilmer Lodge Stadium, Walnut, CA (USA)",2023-05-12,25.9,15.8,77
"Hilmer Lodge Stadium, Walnut, CA (USA)",2023-05-13,26.3,17.3,77
"Hilmer Lodge Stadium, Walnut, CA (USA)",2023-05-14,27.8,17.8,77
"Hilmer Lodge Stadium, Walnut, CA (USA)",2024-04-20,23.4,14.6,80
"Hilmer Lodge Stadium, Walnut, CA (USA)",2025-04-19,25.6,14.6,63
"Hilmer Lodge Stadium, Walnut, CA (USA)",2026-04-15,24.4,17.0,62
"Hilmer Lodge Stadium, Walnut, CA (USA)",2026-04-16,23.2,17.2,67
"Hilmer Lodge Stadium, Walnut, CA (USA)",2026-04-17,27.0,17.2,62
"Hilmer Lodge Stadium, Walnut, CA (USA)",2026-04-18,28.1,19.9,44
"Hokuroku Park Athletic Field, Fujiyoshida (JPN)",2020-08-01,23.6,20.4,89
"Hokuroku Park Athletic Field, Fujiyoshida (JPN)",2024-08-18,26.7,23.1,91
"Hokuroku Park Athletic Field, Fujiyoshida (JPN)",2025-08-03,28.1,24.4,83
"Hokuroku Park Athletic Field, Fujiyoshida (JPN)",2026-08-09,25.7,21.8,81
"Horizon HS, Winter Garden, FL (USA)",2025-06-14,32.1,27.7,79
"Horizon HS, Winter Garden, FL (USA)",2026-06-20,28.9,26.0,91
"Hornet Stadium - Sac St., Sacramento, CA (USA)",2023-05-24,26.0,18.0,62
"Hornet Stadium - Sac St., Sacramento, CA (USA)",2023-05-25,26.0,17.8,61
"Hornet Stadium - Sac St., Sacramento, CA (USA)",2023-05-26,25.4,17.5,66
"Hornet Stadium - Sac St., Sacramento, CA (USA)",2023-05-27,26.5,17.9,64
Huelva (ESP),2018-06-08,20.5,17.7,81
Huelva (ESP),2019-06-20,26.8,21.9,59
"Hutsell-Rosen Track, Auburn, AL (USA)",2021-03-20,12.2,1.8,46
"Hutsell-Rosen Track, Auburn, AL (USA)",2022-04-15,16.1,9.5,46
"Hutsell-Rosen Track, Auburn, AL (USA)",2022-04-16,10.2,5.8,85
"Hutsell-Rosen Track, Auburn, AL (USA)",2026-04-25,8.9,7.7,73
"Hutsell-Rosen Track, Auburn, AL (USA)",2026-05-14,12.2,8.4,80
"Hutsell-Rosen Track, Auburn, AL (USA)",2026-05-15,16.1,9.7,83
"Hutsell-Rosen Track, Auburn, AL (USA)",2026-05-16,23.1,15.0,66
"Icahn Stadium, New York, NY (USA)",2021-05-21,23.3,17.0,66
"Icahn Stadium, New York, NY (USA)",2021-06-12,21.6,18.8,80
"Icahn Stadium, New York, NY (USA)",2021-07-09,30.2,24.8,84
"Icahn Stadium, New York, NY (USA)",2022-05-20,21.6,16.1,87
"Icahn Stadium, New York, NY (USA)",2022-06-12,22.9,19.2,84
"Icahn Stadium, New York, NY (USA)",2023-06-24,25.7,21.5,91
"Icahn Stadium, New York, NY (USA)",2024-06-08,25.3,20.6,55
"Icahn Stadium, New York, NY (USA)",2024-06-09,25.4,20.6,60
"Icahn Stadium, New York, NY (USA)",2024-09-26,23.4,19.8,87
"Icahn Stadium, New York, NY (USA)",2025-10-10,16.2,10.4,66
"Icahn Stadium, New York, NY (USA)",2026-07-23,27.9,23.1,50
"Icahn Stadium, New York, NY (USA)",2026-07-24,28.0,22.7,57
"Icahn Stadium, New York, NY (USA)",2026-07-25,27.6,22.7,57
"Icahn Stadium, New York, NY (USA)",2026-07-26,29.7,23.0,59
"International Stadium, Yokohama (JPN)",2023-05-21,24.0,20.1,88
"International Stadium, Yokohama (JPN)",2025-08-20,35.2,30.7,65
Irena Szewinska Memorial / Bydgoszcz Cup,2021-06-30,24.2,21.5,66
"Iron Wood Throwers Center, Rathdrum, ID (USA)",2021-05-28,16.0,11.7,52
"Iron Wood Throwers Center, Rathdrum, ID (USA)",2023-06-15,21.4,14.9,61
"Iron Wood Throwers Center, Rathdrum, ID (USA)",2023-06-17,24.4,18.7,58
"Iron Wood Throwers Center, Rathdrum, ID (USA)",2024-05-30,15.7,9.5,60
"Iron Wood Throwers Center, Rathdrum, ID (USA)",2024-06-01,18.3,13.0,57
"Iron Wood Throwers Center, Rathdrum, ID (USA)",2025-06-26,25.6,18.8,55
"Iron Wood Throwers Center, Rathdrum, ID (USA)",2025-06-28,23.8,17.2,58
"Iron Wood Throwers Center, Rathdrum, ID (USA)",2026-06-18,25.8,18.8,49
"Iron Wood Throwers Center, Rathdrum, ID (USA)",2026-06-20,27.4,21.2,47
"Irvine, CA (USA)",2019-04-27,20.0,15.5,80
"Irvine, CA (USA)",2021-05-15,20.4,16.7,71
"Ishin Me-Life Stadium, Yamaguchi (JPN)",2019-12-07,9.0,4.8,74
"Ishin Me-Life Stadium, Yamaguchi (JPN)",2020-10-18,21.1,15.6,68
"Ishin Me-Life Stadium, Yamaguchi (JPN)",2020-12-05,10.0,5.6,72
"Ishin Me-Life Stadium, Yamaguchi (JPN)",2022-10-16,23.7,19.7,85
"Ishin Me-Life Stadium, Yamaguchi (JPN)",2023-07-29,30.9,26.8,77
"Ishin Me-Life Stadium, Yamaguchi (JPN)",2023-07-30,30.5,26.6,79
"Ishin Me-Life Stadium, Yamaguchi (JPN)",2024-09-22,27.7,22.7,74
"Ishin Me-Life Stadium, Yamaguchi (JPN)",2024-09-23,25.1,20.7,70
"Ishin Me-Life Stadium, Yamaguchi (JPN)",2024-10-20,20.1,15.6,65
"JSerra Catholic HS, San Juan Capistrano, CA (USA)",2020-12-04,20.6,14.0,20
"JSerra Catholic HS, San Juan Capistrano, CA (USA)",2021-03-06,19.5,13.5,81
"JSerra Catholic HS, San Juan Capistrano, CA (USA)",2022-03-06,15.2,10.6,67
"JSerra Catholic HS, San Juan Capistrano, CA (USA)",2022-05-06,23.4,17.3,78
"JSerra Catholic HS, San Juan Capistrano, CA (USA)",2022-05-07,21.8,17.8,74
"Jack Kemp Stadium - Occidental College, Los Angeles, CA (USA)",2022-05-07,25.9,19.5,66
"Jack Kemp Stadium - Occidental College, Los Angeles, CA (USA)",2022-07-02,28.4,21.8,65
"Jack Kemp Stadium - Occidental College, Los Angeles, CA (USA)",2022-07-15,30.8,22.3,69
"Jack Kemp Stadium - Occidental College, Los Angeles, CA (USA)",2023-05-06,19.4,14.0,71
"Jack Kemp Stadium - Occidental College, Los Angeles, CA (USA)",2024-05-04,22.1,16.8,76
"Jack Kemp Stadium - Occidental College, Los Angeles, CA (USA)",2024-05-11,23.4,15.9,78
"Jack Kemp Stadium - Occidental College, Los Angeles, CA (USA)",2024-07-20,35.9,24.5,65
"Jack Kemp Stadium - Occidental College, Los Angeles, CA (USA)",2025-05-03,23.4,17.1,71
"Jack Kemp Stadium - Occidental College, Los Angeles, CA (USA)",2025-05-24,24.9,19.6,63
"Jack Kemp Stadium - Occidental College, Los Angeles, CA (USA)",2025-07-12,29.5,22.1,68
"Jack Kemp Stadium - Occidental College, Los Angeles, CA (USA)",2026-07-11,30.6,23.2,64
"Jack Rose Track, Long Beach, CA (USA)",2020-03-07,16.3,14.0,79
"Jack Rose Track, Long Beach, CA (USA)",2021-04-17,20.7,15.3,78
"Jack Rose Track, Long Beach, CA (USA)",2022-03-05,16.0,12.6,66
"Jack Rose Track, Long Beach, CA (USA)",2022-04-16,18.9,15.2,76
"Jack Rose Track, Long Beach, CA (USA)",2023-04-13,14.7,13.1,81
"Jack Rose Track, Long Beach, CA (USA)",2024-03-02,15.6,14.3,82
"Jack Rose Track, Long Beach, CA (USA)",2024-04-11,23.7,16.8,72
"Jack Rose Track, Long Beach, CA (USA)",2024-04-13,16.5,14.5,75
"Jack Rose Track, Long Beach, CA (USA)",2025-03-08,15.7,11.4,77
"Jack Rose Track, Long Beach, CA (USA)",2025-04-18,15.9,14.3,75
"Jack Rose Track, Long Beach, CA (USA)",2026-03-07,25.3,18.2,32
"Jack Rose Track, Long Beach, CA (USA)",2026-04-16,20.7,17.2,74
"Jack Rose Track, Long Beach, CA (USA)",2026-04-18,25.2,18.6,69
"Jack Rose Track, Long Beach, CA (USA)",2026-05-16,20.4,17.6,75
"Jacksonville, FL (USA)",2018-03-17,26.5,16.6,67
"Jacksonville, FL (USA)",2018-05-05,26.4,21.8,80
"Jacksonville, FL (USA)",2019-04-05,25.5,20.2,79
"Jacksonville, FL (USA)",2019-05-24,31.1,25.4,71
"Jacksonville, FL (USA)",2019-05-25,34.0,27.2,69
"Jahnstadion, Neubrandenburg (GER)",2020-05-27,19.5,14.2,69
"Jahnstadion, Neubrandenburg (GER)",2020-08-05,25.7,19.7,59
"Jahnstadion, Neubrandenburg (GER)",2021-04-21,13.5,7.5,71
"Jahnstadion, Neubrandenburg (GER)",2021-05-22,15.6,11.6,77
"Jahnstadion, Neubrandenburg (GER)",2021-06-16,23.6,18.2,61
"Jahnstadion, Neubrandenburg (GER)",2022-06-01,15.5,12.5,76
"Jahnstadion, Neubrandenburg (GER)",2024-05-22,25.3,19.9,73
"Jahnstadion, Neubrandenburg (GER)",2024-07-10,28.4,23.1,76
"Jahnstadion, Neubrandenburg (GER)",2025-06-11,17.6,14.2,77
"Jahnstadion, Neubrandenburg (GER)",2025-07-09,20.0,16.9,77
"Jahnstadion, Neubrandenburg (GER)",2026-04-22,15.5,8.8,61
"Jahnstadion, Neubrandenburg (GER)",2026-05-09,16.3,10.7,69
"Montverde Academy, Montverde, FL (USA)",2020-07-04,31.0,26.6,85
"Montverde Academy, Montverde, FL (USA)",2020-08-10,32.9,28.4,78
"Montverde Academy, Montverde, FL (USA)",2022-06-04,26.3,23.9,87
"Montverde, FL (USA)",2018-06-09,28.5,24.4,85
"Montverde, FL (USA)",2019-06-08,31.2,26.4,86
"Montverde, FL (USA)",2019-07-06,30.1,26.7,86
"Moratalaz, Madrid (ESP)",2018-06-22,33.8,27.5,30
"Moratalaz, Madrid (ESP)",2020-09-12,32.1,25.1,34
"Morris Williams T&F Stadium, Durham, NC (USA)",2022-04-09,13.4,10.0,47
"Morris Williams T&F Stadium, Durham, NC (USA)",2022-05-12,21.6,18.3,71
"Morris Williams T&F Stadium, Durham, NC (USA)",2022-05-13,23.6,19.1,84
"Morris Williams T&F Stadium, Durham, NC (USA)",2022-05-14,25.3,19.4,87
"Morris Williams T&F Stadium, Durham, NC (USA)",2025-04-12,14.1,9.9,76
"Morris Williams T&F Stadium, Durham, NC (USA)",2025-05-04,23.5,19.0,88
"Morris Williams T&F Stadium, Durham, NC (USA)",2026-04-11,27.5,19.1,49
"Morris Williams T&F Stadium, Durham, NC (USA)",2026-05-03,17.5,11.2,55
"Morton Stadium, Santry, Dublin (IRL)",2023-07-14,18.4,15.3,88
"Morton Stadium, Santry, Dublin (IRL)",2024-06-30,16.6,13.8,73
"Morton Stadium, Santry, Dublin (IRL)",2024-07-12,16.8,14.0,73
"Morton Stadium, Santry, Dublin (IRL)",2025-07-11,26.5,19.6,73
"Morton Stadium, Santry, Dublin (IRL)",2026-07-10,23.1,19.9,73
"Morton Stadium, Santry, Dublin (IRL)",2026-07-26,18.9,17.1,70
"Moselstadion, Trier (GER)",2024-09-06,21.5,17.8,86
"Moselstadion, Trier (GER)",2025-09-02,20.3,16.8,73
"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",2023-03-25,30.8,23.5,72
"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",2024-04-19,28.2,19.5,76
"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",2024-04-20,30.3,20.8,64
"Municipal Mizuho Stadium, Nagoya (JPN)",2020-07-24,27.8,24.7,89
"Municipal Mizuho Stadium, Nagoya (JPN)",2022-04-16,19.5,12.3,58
"Municipal Mizuho Stadium, Nagoya (JPN)",2022-07-16,26.2,23.8,90
"Municipal Mizuho Stadium, Nagoya (JPN)",2026-06-12,27.8,22.7,70
"Municipal Mizuho Stadium, Nagoya (JPN)",2026-06-13,28.5,23.9,70
"Municipal Mizuho Stadium, Nagoya (JPN)",2026-06-14,26.7,22.1,72
"Municipal Stadium, Hiroshima (JPN)",2019-10-20,23.5,18.2,71
"Municipal Stadium, Hiroshima (JPN)",2020-10-25,17.3,12.2,75
"Municipal Stadium, Hiroshima (JPN)",2021-04-29,15.8,13.5,92
"Municipal Stadium, Hiroshima (JPN)",2023-04-29,17.3,16.1,90
"Municipal Stadium, Hiroshima (JPN)",2024-04-29,20.7,18.1,93
"Municipal Stadium, Hiroshima (JPN)",2025-04-29,20.6,12.9,54
"Municipal Stadium, Hiroshima (JPN)",2026-04-29,17.0,14.1,77
"Mösle-Stadium, Götzis (AUT)",2018-05-26,25.5,19.9,67
"Mösle-Stadium, Götzis (AUT)",2018-05-27,26.3,20.8,68
"Mösle-Stadium, Götzis (AUT)",2019-05-25,18.2,14.1,79
"Mösle-Stadium, Götzis (AUT)",2021-05-29,17.7,13.7,69
"Mösle-Stadium, Götzis (AUT)",2021-05-30,18.0,13.3,59
"Mösle-Stadium, Götzis (AUT)",2022-05-28,16.7,13.9,72
"Mösle-Stadium, Götzis (AUT)",2022-05-29,14.9,11.8,73
"Mösle-Stadium, Götzis (AUT)",2023-05-27,22.8,17.2,74
"Mösle-Stadium, Götzis (AUT)",2024-05-18,20.5,14.0,75
"Mösle-Stadium, Götzis (AUT)",2024-05-19,19.9,14.2,81
"Mösle-Stadium, Götzis (AUT)",2025-05-31,27.2,20.7,70
"Mösle-Stadium, Götzis (AUT)",2026-05-30,28.2,21.3,53
"Mösle-Stadium, Götzis (AUT)",2026-05-31,28.7,20.6,67
Müller Anniversary Games,2019-07-20,23.2,19.1,76
Müller Anniversary Games,2019-07-21,21.8,18.1,72
Müller British GP,2021-07-13,21.1,17.0,84
Müller Grand Prix,2019-08-18,18.4,14.7,73
Müller Grand Prix Gateshead,2021-05-23,12.1,8.7,77
"NITTAIDAI Athletic Stadium, Yokohama (JPN)",2019-11-30,10.1,6.3,68
"NITTAIDAI Athletic Stadium, Yokohama (JPN)",2020-11-15,17.5,13.8,76
"NITTAIDAI Athletic Stadium, Yokohama (JPN)",2020-12-06,12.6,8.2,79
"NITTAIDAI Athletic Stadium, Yokohama (JPN)",2021-05-09,25.4,19.6,59
"NITTAIDAI Athletic Stadium, Yokohama (JPN)",2021-06-06,21.4,20.2,86
"NITTAIDAI Athletic Stadium, Yokohama (JPN)",2021-10-03,25.1,21.6,85
"NITTAIDAI Athletic Stadium, Yokohama (JPN)",2021-11-13,16.2,12.2,70
"NITTAIDAI Athletic Stadium, Yokohama (JPN)",2021-11-14,18.5,12.0,73
"NITTAIDAI Athletic Stadium, Yokohama (JPN)",2021-12-04,13.9,8.7,62
"NITTAIDAI Athletic Stadium, Yokohama (JPN)",2022-06-25,31.2,27.0,77
"NITTAIDAI Athletic Stadium, Yokohama (JPN)",2022-11-12,20.4,16.6,80
"NITTAIDAI Athletic Stadium, Yokohama (JPN)",2023-06-10,24.6,21.3,86
"NITTAIDAI Athletic Stadium, Yokohama (JPN)",2023-06-11,22.6,21.2,93
"NITTAIDAI Athletic Stadium, Yokohama (JPN)",2023-11-11,14.7,11.8,58
"NITTAIDAI Athletic Stadium, Yokohama (JPN)",2023-12-02,12.0,6.7,64
"NITTAIDAI Athletic Stadium, Yokohama (JPN)",2024-08-09,34.3,29.2,71
"NITTAIDAI Athletic Stadium, Yokohama (JPN)",2024-12-01,14.9,10.8,71
"NITTAIDAI Athletic Stadium, Yokohama (JPN)",2025-11-29,14.3,11.3,56
"NITTAIDAI Athletic Stadium, Yokohama (JPN)",2026-04-25,17.2,14.2,69
"NITTAIDAI Athletic Stadium, Yokohama (JPN)",2026-05-30,28.1,23.8,54
"NITTAIDAI Athletic Stadium, Yokohama (JPN)",2026-06-13,25.7,22.2,80
"Nagaragawa Stadium, Gifu (JPN)",2019-09-14,27.5,24.1,79
"Nagaragawa Stadium, Gifu (JPN)",2019-09-15,30.3,25.7,75
"Nagaragawa Stadium, Gifu (JPN)",2022-09-24,28.4,20.9,69
"Nagaragawa Stadium, Gifu (JPN)",2022-09-25,26.3,22.3,83
"Nagaragawa Stadium, Gifu (JPN)",2023-09-22,30.1,24.2,80
"Nagaragawa Stadium, Gifu (JPN)",2023-09-23,29.1,22.4,71
"Nagaragawa Stadium, Gifu (JPN)",2023-09-24,27.8,21.9,74
"Nagaragawa Stadium, Gifu (JPN)",2026-05-10,23.2,16.9,61
Nairobi (KEN),2018-02-17,25.8,20.2,58
Nairobi (KEN),2018-06-06,21.6,17.4,77
Nairobi (KEN),2018-06-11,22.7,16.0,73
Nairobi (KEN),2018-06-21,21.9,16.9,76
Nairobi (KEN),2018-06-22,22.0,16.7,81
Nairobi (KEN),2018-06-23,22.4,16.9,81
Nairobi (KEN),2019-03-21,30.2,22.8,52
Nairobi (KEN),2019-06-21,21.6,16.6,82
Nairobi (KEN),2019-06-22,23.7,17.5,81
Nairobi (KEN),2019-07-12,24.5,18.3,66
Nairobi (KEN),2019-07-13,23.9,17.8,70
Napoli (ITA),2019-07-08,32.3,27.9,73
Napoli (ITA),2019-07-09,34.5,28.5,71
Napoli (ITA),2019-07-10,33.3,28.2,75
Napoli (ITA),2019-07-11,33.5,28.2,72
Napoli (ITA),2019-07-12,34.9,28.1,68
Napoli (ITA),2019-07-13,34.7,28.1,72
"Nashville, TN (USA)",2018-06-02,29.8,24.1,87
"Nashville, TN (USA)",2019-05-31,27.4,22.6,71
"Nashville, TN (USA)",2019-06-01,30.3,23.2,65
"Nashville, TN (USA)",2021-06-06,25.7,22.7,93
"National Stadium, Gaborone (BOT)",2021-05-15,25.8,16.6,50
"National Stadium, Gaborone (BOT)",2022-02-19,30.8,25.8,55
"National Stadium, Gaborone (BOT)",2022-04-30,24.9,17.8,74
"National Stadium, Gaborone (BOT)",2023-03-04,29.6,23.6,65
"National Stadium, Gaborone (BOT)",2023-04-29,29.8,23.4,51
"National Stadium, Gaborone (BOT)",2023-05-26,23.5,17.3,39
"National Stadium, Gaborone (BOT)",2023-06-10,22.0,13.8,42
"National Stadium, Gaborone (BOT)",2024-05-18,27.8,19.9,42
"National Stadium, Gaborone (BOT)",2025-04-12,25.2,19.7,75
"National Stadium, Gaborone (BOT)",2025-05-17,21.7,15.3,79
"National Stadium, Gaborone (BOT)",2025-05-18,23.3,16.3,76
"National Stadium, Gaborone (BOT)",2026-04-03,25.1,20.7,70
